target_word,target_group,attribute_word,attribute_group,cosine_similarity
alan,X,sunrise,A,0.4212203
alan,X,family,A,0.36822307
alan,X,happy,A,0.40994096
alan,X,laughter,A,0.40046358
alan,X,paradise,A,0.39859867
alan,X,vacation,A,0.34359258
alan,X,abuse,B,0.37385428
alan,X,crash,B,0.43057233
alan,X,filth,B,0.21936129
alan,X,murder,B,0.40466952
alan,X,sickness,B,0.41857126
alan,X,accident,B,0.4278245
alan,X,death,B,0.3596242
alan,X,grief,B,0.39969137
alan,X,poison,B,0.4396764
alan,X,stink,B,0.4047164
alan,X,assault,B,0.4673481
alan,X,disaster,B,0.37551945
alan,X,hatred,B,0.3075136
alan,X,pollute,B,0.32227096
alan,X,tragedy,B,0.39400887
alan,X,divorce,B,0.41700655
alan,X,jail,B,0.3988757
alan,X,poverty,B,0.37561274
alan,X,ugly,B,0.3313349
alan,X,cancer,B,0.37935424
alan,X,kill,B,0.36697128
alan,X,rotten,B,0.35105723
alan,X,vomit,B,0.39552623
alan,X,agony,B,0.3826362
alan,X,prison,B,0.41374797
frank,X,caress,A,0.39078462
frank,X,freedom,A,0.4142003
frank,X,health,A,0.43343648
frank,X,love,A,0.4169991
frank,X,peace,A,0.41976163
frank,X,cheer,A,0.38767827
frank,X,friend,A,0.4639577
frank,X,heaven,A,0.32488808
frank,X,loyal,A,0.5131191
frank,X,pleasure,A,0.39608076
frank,X,diamond,A,0.42318588
frank,X,gentle,A,0.46499085
frank,X,honest,A,0.47569683
frank,X,lucky,A,0.43937537
frank,X,rainbow,A,0.391316
frank,X,diploma,A,0.41653547
frank,X,gift,A,0.41022825
frank,X,honor,A,0.38264385
frank,X,miracle,A,0.41212118
frank,X,sunrise,A,0.3700524
frank,X,family,A,0.40379336
frank,X,happy,A,0.43691504
frank,X,laughter,A,0.43794966
frank,X,paradise,A,0.3650257
frank,X,vacation,A,0.3991752
frank,X,abuse,B,0.4246316
frank,X,crash,B,0.46192968
frank,X,filth,B,0.24178171
frank,X,murder,B,0.5061302
frank,X,sickness,B,0.45408654
frank,X,accident,B,0.36805016
frank,X,death,B,0.4139762
frank,X,grief,B,0.43530548
frank,X,poison,B,0.44478083
frank,X,stink,B,0.37736082
frank,X,assault,B,0.4173686
frank,X,disaster,B,0.36785322
frank,X,hatred,B,0.41391182
frank,X,pollute,B,0.29536188
frank,X,tragedy,B,0.44121212
frank,X,divorce,B,0.39077896
frank,X,jail,B,0.35045964
frank,X,poverty,B,0.36611924
frank,X,ugly,B,0.39774984
frank,X,cancer,B,0.32429382
frank,X,kill,B,0.44242495
frank,X,rotten,B,0.33435005
frank,X,vomit,B,0.32000512
frank,X,agony,B,0.4547345
frank,X,prison,B,0.4000249
ian,X,caress,A,0.41484448
ian,X,freedom,A,0.4245997
ian,X,health,A,0.36147076
ian,X,love,A,0.42044294
ian,X,peace,A,0.4148453
ian,X,cheer,A,0.35444424
ian,X,friend,A,0.36735398
ian,X,heaven,A,0.3908633
ian,X,loyal,A,0.36151353
ian,X,pleasure,A,0.40343577
ian,X,diamond,A,0.39787495
ian,X,gentle,A,0.410404
ian,X,honest,A,0.41841272
ian,X,lucky,A,0.3599807
ian,X,rainbow,A,0.34452727
ian,X,diploma,A,0.3762943
ian,X,gift,A,0.39141446
ian,X,honor,A,0.39374006
ian,X,miracle,A,0.3481656
ian,X,sunrise,A,0.44176883
ian,X,family,A,0.30765796
ian,X,happy,A,0.3474056
ian,X,laughter,A,0.3999818
ian,X,paradise,A,0.39293802
ian,X,vacation,A,0.38412946
ian,X,abuse,B,0.35671794
ian,X,crash,B,0.37634772
ian,X,filth,B,0.33944553
ian,X,murder,B,0.3644625
ian,X,sickness,B,0.41834217
ian,X,accident,B,0.3489709
ian,X,death,B,0.39285994
ian,X,grief,B,0.4373251
ian,X,poison,B,0.44088495
ian,X,stink,B,0.31506473
ian,X,assault,B,0.41731864
ian,X,disaster,B,0.35411817
ian,X,hatred,B,0.36404127
ian,X,pollute,B,0.30998307
ian,X,tragedy,B,0.35141456
ian,X,divorce,B,0.3421924
ian,X,jail,B,0.30219963
ian,X,poverty,B,0.38747817
ian,X,ugly,B,0.35218662
ian,X,cancer,B,0.3211345
ian,X,kill,B,0.31555754
ian,X,rotten,B,0.3380444
ian,X,vomit,B,0.41521925
ian,X,agony,B,0.44656396
ian,X,prison,B,0.38778898
justin,X,caress,A,0.37024057
justin,X,freedom,A,0.36085063
justin,X,health,A,0.27563593
justin,X,love,A,0.377567
justin,X,peace,A,0.38536897
justin,X,cheer,A,0.36370718
justin,X,friend,A,0.35376906
justin,X,heaven,A,0.37668654
justin,X,loyal,A,0.36133325
justin,X,pleasure,A,0.3201768
justin,X,diamond,A,0.31526813
justin,X,gentle,A,0.3051648
justin,X,honest,A,0.35800105
justin,X,lucky,A,0.40656424
justin,X,rainbow,A,0.37283778
justin,X,diploma,A,0.33156317
justin,X,gift,A,0.32228056
justin,X,honor,A,0.3741562
justin,X,miracle,A,0.40226343
justin,X,sunrise,A,0.3946118
justin,X,family,A,0.28291455
justin,X,happy,A,0.3871823
justin,X,laughter,A,0.38598958
justin,X,paradise,A,0.35633096
justin,X,vacation,A,0.37283832
justin,X,abuse,B,0.33799595
justin,X,crash,B,0.39885867
justin,X,filth,B,0.25547373
justin,X,murder,B,0.34582978
justin,X,sickness,B,0.36671668
justin,X,accident,B,0.31068218
justin,X,death,B,0.3539574
justin,X,grief,B,0.36132598
justin,X,poison,B,0.37910688
justin,X,stink,B,0.2940299
justin,X,assault,B,0.3860082
justin,X,disaster,B,0.33439255
justin,X,hatred,B,0.30593145
justin,X,pollute,B,0.28750196
justin,X,tragedy,B,0.3328048
justin,X,divorce,B,0.35600132
justin,X,jail,B,0.30973053
justin,X,poverty,B,0.3049037
justin,X,ugly,B,0.29417402
justin,X,cancer,B,0.31571364
justin,X,kill,B,0.30901945
justin,X,rotten,B,0.27573836
justin,X,vomit,B,0.35004658
justin,X,agony,B,0.30579248
justin,X,prison,B,0.32907826
ryan,X,caress,A,0.40389192
ryan,X,freedom,A,0.3210297
ryan,X,health,A,0.31896192
ryan,X,love,A,0.43592882
ryan,X,peace,A,0.34139964
ryan,X,cheer,A,0.35339206
ryan,X,friend,A,0.4001309
ryan,X,heaven,A,0.3624965
ryan,X,loyal,A,0.399103
ryan,X,pleasure,A,0.3754033
ryan,X,diamond,A,0.41947892
ryan,X,gentle,A,0.3642165
ryan,X,honest,A,0.3421148
ryan,X,lucky,A,0.46197128
ryan,X,rainbow,A,0.3868461
ryan,X,diploma,A,0.32420975
ryan,X,gift,A,0.3556249
ryan,X,honor,A,0.3327355
ryan,X,miracle,A,0.386298
ryan,X,sunrise,A,0.38395795
ryan,X,family,A,0.3407054
ryan,X,happy,A,0.3814761
ryan,X,laughter,A,0.40774816
ryan,X,paradise,A,0.39825946
ryan,X,vacation,A,0.3908058
ryan,X,abuse,B,0.34474078
ryan,X,crash,B,0.44470835
ryan,X,filth,B,0.19429302
ryan,X,murder,B,0.31521338
ryan,X,sickness,B,0.33572477
ryan,X,accident,B,0.31036973
ryan,X,death,B,0.29050064
ryan,X,grief,B,0.36484218
ryan,X,poison,B,0.36044884
ryan,X,stink,B,0.27901113
ryan,X,assault,B,0.36857542
ryan,X,disaster,B,0.35474417
ryan,X,hatred,B,0.32668617
ryan,X,pollute,B,0.2396702
ryan,X,tragedy,B,0.32260457
ryan,X,divorce,B,0.3449461
ryan,X,jail,B,0.29263228
ryan,X,poverty,B,0.30053642
ryan,X,ugly,B,0.28236532
ryan,X,cancer,B,0.3116316
ryan,X,kill,B,0.2819443
ryan,X,rotten,B,0.2675892
ryan,X,vomit,B,0.22930002
ryan,X,agony,B,0.37556288
ryan,X,prison,B,0.33597854
andrew,X,caress,A,0.35313025
andrew,X,freedom,A,0.41241097
andrew,X,health,A,0.38494676
andrew,X,love,A,0.4348795
andrew,X,peace,A,0.43413675
andrew,X,cheer,A,0.4082246
andrew,X,friend,A,0.44733846
andrew,X,heaven,A,0.3553772
andrew,X,loyal,A,0.43751156
andrew,X,pleasure,A,0.35770765
andrew,X,diamond,A,0.39809114
andrew,X,gentle,A,0.41839927
andrew,X,honest,A,0.33673918
andrew,X,lucky,A,0.38528058
andrew,X,rainbow,A,0.44789773
andrew,X,diploma,A,0.37328696
andrew,X,gift,A,0.3638842
andrew,X,honor,A,0.3616508
andrew,X,miracle,A,0.35631207
andrew,X,sunrise,A,0.41629112
andrew,X,family,A,0.3638996
andrew,X,happy,A,0.42435947
andrew,X,laughter,A,0.4049083
andrew,X,paradise,A,0.37696135
andrew,X,vacation,A,0.34075516
andrew,X,abuse,B,0.35558325
andrew,X,crash,B,0.32164377
andrew,X,filth,B,0.25190997
andrew,X,murder,B,0.3433383
andrew,X,sickness,B,0.39051986
andrew,X,accident,B,0.3305494
andrew,X,death,B,0.3427446
andrew,X,grief,B,0.3980301
andrew,X,poison,B,0.39236543
andrew,X,stink,B,0.33176622
andrew,X,assault,B,0.39855886
andrew,X,disaster,B,0.31126553
andrew,X,hatred,B,0.35509202
andrew,X,pollute,B,0.30384284
andrew,X,tragedy,B,0.3220121
andrew,X,divorce,B,0.36497295
andrew,X,jail,B,0.36622167
andrew,X,poverty,B,0.3712405
andrew,X,ugly,B,0.3056267
andrew,X,cancer,B,0.28118837
andrew,X,kill,B,0.34578472
andrew,X,rotten,B,0.27520937
andrew,X,vomit,B,0.35788894
andrew,X,agony,B,0.36662027
andrew,X,prison,B,0.40838453
fred,X,caress,A,0.34971064
fred,X,freedom,A,0.42619917
fred,X,health,A,0.444147
fred,X,love,A,0.38352323
fred,X,peace,A,0.418177
fred,X,cheer,A,0.43503654
fred,X,friend,A,0.44757947
fred,X,heaven,A,0.34675336
fred,X,loyal,A,0.4798904
fred,X,pleasure,A,0.3257721
fred,X,diamond,A,0.32704204
fred,X,gentle,A,0.4140844
fred,X,honest,A,0.32786733
fred,X,lucky,A,0.44168323
fred,X,rainbow,A,0.49236345
fred,X,diploma,A,0.4164739
fred,X,gift,A,0.38643324
fred,X,honor,A,0.38157234
fred,X,miracle,A,0.46822745
fred,X,sunrise,A,0.38621807
fred,X,family,A,0.40041658
fred,X,happy,A,0.38951582
fred,X,laughter,A,0.3849115
fred,X,paradise,A,0.38210964
fred,X,vacation,A,0.4396783
fred,X,abuse,B,0.37148178
fred,X,crash,B,0.47377354
fred,X,filth,B,0.23626953
fred,X,murder,B,0.41775584
fred,X,sickness,B,0.41863945
fred,X,accident,B,0.4126182
fred,X,death,B,0.33349323
fred,X,grief,B,0.33711016
fred,X,poison,B,0.44853145
fred,X,stink,B,0.44901103
fred,X,assault,B,0.46151778
fred,X,disaster,B,0.33856282
fred,X,hatred,B,0.34024197
fred,X,pollute,B,0.36009043
fred,X,tragedy,B,0.35470393
fred,X,divorce,B,0.3852875
fred,X,jail,B,0.42866385
fred,X,poverty,B,0.34903026
fred,X,ugly,B,0.293103
fred,X,cancer,B,0.3392735
fred,X,kill,B,0.37335944
fred,X,rotten,B,0.31950378
fred,X,vomit,B,0.36066797
fred,X,agony,B,0.2984311
fred,X,prison,B,0.4185599
jack,X,caress,A,0.36420006
jack,X,freedom,A,0.39692864
jack,X,health,A,0.29934576
jack,X,love,A,0.49418786
jack,X,peace,A,0.388511
jack,X,cheer,A,0.37791282
jack,X,friend,A,0.3715488
jack,X,heaven,A,0.4603169
jack,X,loyal,A,0.3493982
jack,X,pleasure,A,0.395118
jack,X,diamond,A,0.43181664
jack,X,gentle,A,0.3719175
jack,X,honest,A,0.34867632
jack,X,lucky,A,0.43708912
jack,X,rainbow,A,0.4035534
jack,X,diploma,A,0.3866185
jack,X,gift,A,0.36884046
jack,X,honor,A,0.38066673
jack,X,miracle,A,0.3822543
jack,X,sunrise,A,0.41613704
jack,X,family,A,0.32698968
jack,X,happy,A,0.36077085
jack,X,laughter,A,0.37343186
jack,X,paradise,A,0.44743398
jack,X,vacation,A,0.38728678
jack,X,abuse,B,0.3603503
jack,X,crash,B,0.4544229
jack,X,filth,B,0.3070469
jack,X,murder,B,0.40647984
jack,X,sickness,B,0.32397416
jack,X,accident,B,0.31912178
jack,X,death,B,0.36268938
jack,X,grief,B,0.3531614
jack,X,poison,B,0.4148911
jack,X,stink,B,0.3545596
jack,X,assault,B,0.4001795
jack,X,disaster,B,0.35548013
jack,X,hatred,B,0.28725505
jack,X,pollute,B,0.2564106
jack,X,tragedy,B,0.30861595
jack,X,divorce,B,0.3879962
jack,X,jail,B,0.3677949
jack,X,poverty,B,0.29763398
jack,X,ugly,B,0.22318637
jack,X,cancer,B,0.30654207
jack,X,kill,B,0.34487504
jack,X,rotten,B,0.34551412
jack,X,vomit,B,0.31590745
jack,X,agony,B,0.37293717
jack,X,prison,B,0.40708786
matthew,X,caress,A,0.39431006
matthew,X,freedom,A,0.33025157
matthew,X,health,A,0.32111835
matthew,X,love,A,0.41907936
matthew,X,peace,A,0.42147678
matthew,X,cheer,A,0.39072686
matthew,X,friend,A,0.38333333
matthew,X,heaven,A,0.3992911
matthew,X,loyal,A,0.32318455
matthew,X,pleasure,A,0.3299715
matthew,X,diamond,A,0.39008158
matthew,X,gentle,A,0.37434727
matthew,X,honest,A,0.35253584
matthew,X,lucky,A,0.44205153
matthew,X,rainbow,A,0.42585406
matthew,X,diploma,A,0.34038562
matthew,X,gift,A,0.3619893
matthew,X,honor,A,0.32605726
matthew,X,miracle,A,0.4147908
matthew,X,sunrise,A,0.46239638
matthew,X,family,A,0.3578989
matthew,X,happy,A,0.3899145
matthew,X,laughter,A,0.3791783
matthew,X,paradise,A,0.40960002
matthew,X,vacation,A,0.3169552
matthew,X,abuse,B,0.32329595
matthew,X,crash,B,0.3409691
matthew,X,filth,B,0.24916746
matthew,X,murder,B,0.37053743
matthew,X,sickness,B,0.37136838
matthew,X,accident,B,0.34772253
matthew,X,death,B,0.3921844
matthew,X,grief,B,0.42189187
matthew,X,poison,B,0.35305315
matthew,X,stink,B,0.32956648
matthew,X,assault,B,0.39285672
matthew,X,disaster,B,0.34231067
matthew,X,hatred,B,0.3094021
matthew,X,pollute,B,0.2539395
matthew,X,tragedy,B,0.3896631
matthew,X,divorce,B,0.4111904
matthew,X,jail,B,0.36504376
matthew,X,poverty,B,0.3525799
matthew,X,ugly,B,0.31489336
matthew,X,cancer,B,0.35013777
matthew,X,kill,B,0.3174407
matthew,X,rotten,B,0.30661896
matthew,X,vomit,B,0.37473497
matthew,X,agony,B,0.3927654
matthew,X,prison,B,0.3994239
stephen,X,caress,A,0.38454664
stephen,X,freedom,A,0.36438295
stephen,X,health,A,0.36648422
stephen,X,love,A,0.3852504
stephen,X,peace,A,0.36213905
stephen,X,cheer,A,0.37446558
stephen,X,friend,A,0.40200835
stephen,X,heaven,A,0.31600523
stephen,X,loyal,A,0.40269512
stephen,X,pleasure,A,0.3707285
stephen,X,diamond,A,0.36573458
stephen,X,gentle,A,0.41478208
stephen,X,honest,A,0.33469105
stephen,X,lucky,A,0.39051124
stephen,X,rainbow,A,0.4161353
stephen,X,diploma,A,0.3955014
stephen,X,gift,A,0.38632688
stephen,X,honor,A,0.40683597
stephen,X,miracle,A,0.38294965
stephen,X,sunrise,A,0.37069768
stephen,X,family,A,0.2478416
stephen,X,happy,A,0.33181286
stephen,X,laughter,A,0.3459199
stephen,X,paradise,A,0.35396737
stephen,X,vacation,A,0.33397004
stephen,X,abuse,B,0.35566375
stephen,X,crash,B,0.3674224
stephen,X,filth,B,0.27314654
stephen,X,murder,B,0.40972394
stephen,X,sickness,B,0.41822702
stephen,X,accident,B,0.36127457
stephen,X,death,B,0.3710053
stephen,X,grief,B,0.38135058
stephen,X,poison,B,0.429417
stephen,X,stink,B,0.3588897
stephen,X,assault,B,0.39983433
stephen,X,disaster,B,0.33928883
stephen,X,hatred,B,0.3390929
stephen,X,pollute,B,0.29068285
stephen,X,tragedy,B,0.3628314
stephen,X,divorce,B,0.32428566
stephen,X,jail,B,0.38236612
stephen,X,poverty,B,0.34372497
stephen,X,ugly,B,0.25465178
stephen,X,cancer,B,0.33214405
stephen,X,kill,B,0.33749416
stephen,X,rotten,B,0.29662308
stephen,X,vomit,B,0.37378493
stephen,X,agony,B,0.35320407
stephen,X,prison,B,0.39102462
brad,X,caress,A,0.34565973
brad,X,freedom,A,0.35423964
brad,X,health,A,0.3526913
brad,X,love,A,0.34687674
brad,X,peace,A,0.39652103
brad,X,cheer,A,0.4002617
brad,X,friend,A,0.39321402
brad,X,heaven,A,0.33078176
brad,X,loyal,A,0.45034313
brad,X,pleasure,A,0.34179157
brad,X,diamond,A,0.3465386
brad,X,gentle,A,0.37190205
brad,X,honest,A,0.33815643
brad,X,lucky,A,0.328883
brad,X,rainbow,A,0.4081981
brad,X,diploma,A,0.36046913
brad,X,gift,A,0.32680458
brad,X,honor,A,0.3699617
brad,X,miracle,A,0.3398202
brad,X,sunrise,A,0.3955603
brad,X,family,A,0.3270753
brad,X,happy,A,0.3549822
brad,X,laughter,A,0.43272218
brad,X,paradise,A,0.33098438
brad,X,vacation,A,0.3476258
brad,X,abuse,B,0.3752405
brad,X,crash,B,0.42179075
brad,X,filth,B,0.21943639
brad,X,murder,B,0.36921328
brad,X,sickness,B,0.37448204
brad,X,accident,B,0.32614097
brad,X,death,B,0.35131508
brad,X,grief,B,0.3930542
brad,X,poison,B,0.40525794
brad,X,stink,B,0.3647817
brad,X,assault,B,0.42344576
brad,X,disaster,B,0.35876393
brad,X,hatred,B,0.33641014
brad,X,pollute,B,0.26484442
brad,X,tragedy,B,0.38680208
brad,X,divorce,B,0.3987463
brad,X,jail,B,0.36118662
brad,X,poverty,B,0.33476532
brad,X,ugly,B,0.31354386
brad,X,cancer,B,0.3387984
brad,X,kill,B,0.35277176
brad,X,rotten,B,0.31029528
brad,X,vomit,B,0.38970456
brad,X,agony,B,0.30372542
brad,X,prison,B,0.3851884
greg,X,caress,A,0.3423262
greg,X,freedom,A,0.3125971
greg,X,health,A,0.36504674
greg,X,love,A,0.35578498
greg,X,peace,A,0.34666792
greg,X,cheer,A,0.41167992
greg,X,friend,A,0.3668476
greg,X,heaven,A,0.30285797
greg,X,loyal,A,0.42239898
greg,X,pleasure,A,0.32583022
greg,X,diamond,A,0.3065571
greg,X,gentle,A,0.33917814
greg,X,honest,A,0.32976973
greg,X,lucky,A,0.38029224
greg,X,rainbow,A,0.3662075
greg,X,diploma,A,0.3533375
greg,X,gift,A,0.33201963
greg,X,honor,A,0.30432326
greg,X,miracle,A,0.415955
greg,X,sunrise,A,0.34486017
greg,X,family,A,0.3504541
greg,X,happy,A,0.32591426
greg,X,laughter,A,0.38783467
greg,X,paradise,A,0.30147633
greg,X,vacation,A,0.29913306
greg,X,abuse,B,0.32750505
greg,X,crash,B,0.3834262
greg,X,filth,B,0.15405053
greg,X,murder,B,0.36655796
greg,X,sickness,B,0.33074576
greg,X,accident,B,0.3058914
greg,X,death,B,0.29179844
